userid,clarity,account,feltacc,ev1,ev1abs_acc,ev1reldiff,ev2,ev2abs_acc,ev2reldiff,ev3,ev3abs_acc,ev3reldiff,ev4,ev4abs_acc,ev4reldiff,ev5,ev5abs_acc,ev5reldiff,ev6,ev6abs_acc,ev6reldiff,ev7,ev7abs_acc,ev7reldiff,totdeviation,avedev,aveabs_acc,avereldiff,evtext1,evtext1len,evtext2,evtext2len,evtext3,evtext3len,evtext4,evtext4len,evtext5,evtext5len,evtext6,evtext6len,evtext7,evtext7len,totalevtext,avgevtext,crt1,crt1_correct,crt2,crt2_correct,crt3,crt3_correct,crt_total,consc_1,consc_2,consc_3,consc_4,consc,extra_1,extra_2,extra_3,extra_4,extra,agree_1,agree_2,agree_3,agree_4,agree,open_1,open_2,open_3,open_4,open,neuro_1,neuro_2,neuro_3,neuro_4,neuro,need.cog_1,need.cog_2,need.cog_3,need.cog_4,need.cog_5,need.cog_6,need.cog_7,need.cog_8,need.cog_9,need.cog_10,need.cog_11,need.cog_12,need.cog_13,need.cog_14,need.cog_15,need.cog_16,need.cog_17,need.cog_18,need.cog,aomt_1,aomt_2,aomt_3,aomt_4,aomt_5,aomt_6,aomt_7,aomt_8,aomt_9,aomt,educ,age,gender,race,debrief,end,LocationLatitude,LocationLongitude,LocationAccuracy
203,0,1,1,40,60,-10,50,50,10,35,65,-15,25,75,-10,25,75,0,30,70,5,30,70,0,10,6.93877551,66.42857143,-1.666666667,"The Yes camp seems to be gaining momentum and might sway more voters. Though, the No camp has held the lead, so I don't expect a big dip in votership.",150,"The author and Prime Minister both have some sway, but the senior diplomat might be seen as more of a ""hero"" figure, and could rally a lot of support.",150,A slogan based on hope will sway more than one focused on fear.,63,The debate will sway more and more undecided voters.,52,Not much change from the previous.,34,"These latest studies won't sway many, but they may sway about 5% of voters affected.",84,No change from previous.,24,557,79.57142857,0.10,0,100,0,24,0,0,2,2,5,2,2.75,5,6,5,5,5.25,7,6,1,6,5,6,4,4,6,5,6,6,6,7,6.25,4,7,6,7,7,7,7,7,7,1,7,7,5,7,7,1,7,7,6,4,6,3,7,4,4,4,4,3,4.333333333,3,1,2,2,1,1,39.95970154,-75.19680023,-1
204,1,0,0,50,50,50,50,50,0,50,50,0,29,71,21,29,71,0,35,65,6,38,62,3,12,8.448979592,59.85714286,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,2,4,1,2,2,2,1,3,2,6,5,7,4,5.5,7,7,7,7,7,2,2,2,7,3.25,4,2,6,4,5,3,6,4,4,6,4,5,4,7,4,4,4,7,4.611111111,4,6,6,6,5,3,5,5,5,5,3,1,1,1,1,1,39.95970154,-75.19680023,-1
205,1,1,1,60,40,40,64,36,4,62,38,2,62,38,0,65,35,3,63,37,2,63,37,0,3,1.183673469,37.28571429,1.833333333,My rationale is that people are risk averse and will be more likely to vote no even if they answer yes in the polls.,116,The Prime minister might have some effect but overall I don't imagine this new information will make a significant difference.,126,The Yes theme seems more abstract while the no slogan seems to deal with more tangible concerns.,96,Maybe some voters have been swayed by the latest debate but the No camp still seems to have the advantage since people often don't change their mind.,149,"As I suspected, people often reject independence but they want to have the choice.",82,"Once again, I keep my estimate more or less the same because I don't believe this is useful information.",104,People will be more likely to vote to prevent independence.,59,732,104.5714286,0.05,1,5,1,47,1,3,3,2,3,5,3.25,4,5,4,4,4.25,5,5,3,5,4.5,6,5,6,5,5.5,4,4,5,3,4,6,6,4,4,6,4,1,4,6,7,4,4,4,4,4,4,2,2,4.222222222,4,7,7,7,5,3,5,5,4,5.222222222,5,1,1,1,1,1,39.95970154,-75.19680023,-1
206,0,1,1,70,30,20,60,40,-10,60,40,0,29,71,-31,29,71,0,31,69,2,24,76,-7,46,17.18367347,56.71428571,-7.666666667,Since there is a positive trend for No camp as the election approaches there is a higher chance they will gain the lead.,120,Maybe a few people will go to this that were on the moderate side but it will strengthen the disgust of people that already held strong No Camp views.,150,They have probably already considered this concept and believe that it is worth the risk,88,I just realized I was referencing the wrong camp the whole time. I assume That the yes camp is strengthened by this possibility of winning that they will try harder to spread their view.,186,This shouldn't have an effect since they are not the same issue.,64,This may help a few undecided choose the No side that it was leaning toward but shouldn't really affect the camps that much at all,130,These people probably prefer independence if they do not usually participate in government affirs,97,835,119.2857143,0.05,1,5,1,47,1,3,2,2,3,2,2.25,6,7,7,6,6.5,7,6,7,7,6.75,7,1,6,7,5.25,5,4,5,3,4.25,4,5,5,2,5,5,1,7,2,5,6,6,3,6,5,3,3,7,4.444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1
207,0,0,0,65,35,15,70,30,5,60,40,-10,45,55,-15,48,52,3,55,45,7,48,52,-7,17,7.836734694,44.14285714,-2.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,47,1,2,2,3,4,3,3,3,5,1,4,3.25,6,6,6,6,6,6,6,5,7,6,5,6,6,7,6,6,5,6,5,6,5,5,4,5,6,6,6,7,7,6,6,6,6,5.722222222,6,7,7,6,4,4,4,5,4,5.222222222,3,1,1,1,1,1,39.95970154,-75.19680023,-1
208,1,0,0,31,69,69,51,49,20,21,79,30,25,75,4,50,50,25,61,39,11,41,59,20,10,12.28571429,60,18.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,6,6,6,5,5.75,6,5,7,6,6,5,4,3,5,4.25,5,5,5,6,5.25,2,2,3,3,2.5,2,2,2,2,6,2,6,6,2,4,2,2,2,4,4,6,4,2,3.333333333,4,7,6,6,5,3,5,2,5,4.777777778,4,1,2,3,1,1,39.95970154,-75.19680023,-1
210,0,1,1,50,50,0,40,60,-10,35,65,-5,1,99,-34,30,70,29,30,70,0,30,70,0,20,9.265306122,69.14285714,-3.333333333,"Because the camps are currently even, and so there is an equal probability that each camp will win. I do not have enough information to predict how the polls will change in the next three weeks.",194,The package of self-rule initiatives on taxes and social policy provides a new incentive for Apple to remain a part of the Union of Provinces.,142,"The key yes theme strikes a positive and hopeful note, while the key no theme plays to fear and uncertainty. I believe positive and hopeful is a more effective strategy.",169,It seems public opinion is trending toward the Yes camp.,56,I believe public opinion is supporting Yes,42,This information does not change my opinion.,44,I do not feel this information provides me with concrete enough information to change my estimate.,98,745,106.4285714,0.05,1,100,0,47,1,2,5,5,6,6,5.5,3,6,6,6,5.25,6,6,6,6,6,5,5,6,6,5.5,5,6,5,6,5.5,6,6,6,5,6,5,6,5,1,6,6,6,5,5,6,2,5,5,5.111111111,5,6,6,6,2,6,2,3,5,4.555555556,3,1,2,1,1,1,39.95970154,-75.19680023,-1
211,1,1,1,50,50,50,30,70,20,40,60,10,25,75,15,20,80,5,35,65,15,25,75,10,25,8.163265306,67.85714286,12.5,I don't know whether the Yes and No camps are increasing or decreasing in the polls or at what rate.,100,Less likely now that the senior diplomat supports the Yes camp.,63,"Fear is more effective than hope, so it is now more likely than before that the No camp wins.",93,Less likely now than ever before.,33,"The study seems to represent a comparable situation, so even less likely now.",77,"More likely now, but I'm losing track of my answers so it's harder to make them relative to each other.",103,I think the new people who come out to vote will be in favor of independence.,77,546,78,0.05,1,5,1,47,1,3,2,2,6,2,3,1,2,1,3,1.75,6,2,5,5,4.5,5,3,5,6,4.75,2,3,5,6,4,3,5,5,5,5,3,5,5,5,5,5,5,4,3,5,5,5,5,4.611111111,5,7,7,6,6,2,6,5,6,5.555555556,3,1,1,1,1,1,39.95970154,-75.19680023,-1
212,1,0,0,66,34,34,85,15,19,87,13,2,74,26,13,84,16,10,83,17,1,44,56,39,22,11.46938776,25.28571429,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,47,1,2,2,3,6,5,4,2,5,2,3,3,6,2,6,2,4,6,2,5,7,5,5,5,2,6,4.5,7,7,1,1,3,5,3,3,3,5,5,1,7,7,5,3,3,5,4.111111111,5,5,6,3,3,5,3,5,5,4.444444444,5,1,2,4,1,1,39.95970154,-75.19680023,-1
213,0,0,0,50,50,0,61,39,11,62,38,1,45,55,-17,45,55,0,55,45,10,55,45,0,5,5.673469388,46.71428571,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,1,2,6,2,2.75,3,1,5,2,2.75,2,3,1,5,2.75,6,6,3,7,5.5,6,6,6,7,6.25,6,6,6,6,6,7,6,2,2,2,6,5,4,6,6,4,5,7,5.111111111,6,6,5,5,5,3,5,7,6,5.333333333,3,1,2,1,1,1,39.95970154,-75.19680023,-1
214,0,0,0,49,51,-1,51,49,2,40,60,-11,40,60,0,40,60,0,46,54,6,38,62,-8,11,4.489795918,56.57142857,-1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,1,4,3,2.5,3,3,3,3,3,6,5,5,6,5.5,5,5,6,5,5.25,5,6,6,5,5.5,6,6,6,6,6,6,6,4,2,6,6,6,6,6,6,6,6,4,5.555555556,6,6,6,6,2,6,2,6,6,5.111111111,3,1,1,1,1,1,39.95970154,-75.19680023,-1
215,0,1,1,60,40,10,55,45,-5,50,50,-5,40,60,-10,40,60,0,50,50,10,40,60,-10,20,6.734693878,52.14285714,-3.333333333,The only information available so far is the polling up to this point. ,71,The two endorsements seem to balance each other out. Voters don't tend to pay attention to rational taxes/ policies when making a decision. ,140,The hope for a new future slogan I can imagine being very inspiring to voters. ,79,The new polling numbers seem to be very encouraging for the yes camp. It is clear that the public did not have a good understanding of the yes camp until after the public debate. ,179,I do not think that this piece of information makes a difference in the election. ,82,"Combining this information with the historical information that voters tend to return to the status quo, it makes sense that the probability that the No camp wins would be higher. ",180,There are definitely people for whom the issue f independence would be inspiring enough that they would turn out to vote for the first time. ,141,872,124.5714286,0.05,1,100,0,47,1,2,3,3,5,3,3.5,3,6,6,6,5.25,6,6,6,7,6.25,5,6,2,5,4.5,2,6,3,5,4,2,6,6,6,6,5,5,6,4,6,6,6,5,5,5,6,6,6,5.388888889,5,6,5,7,5,3,5,2,4,4.666666667,3,1,2,1,1,1,39.95970154,-75.19680023,-1
216,1,1,1,50,50,50,76,24,26,45,55,31,55,45,10,50,50,5,80,20,30,70,30,10,20,12.40816327,39.14285714,18.66666667,"Even though the ""No camp"" has a lead now, there is still a lot of time, and there could be a turning point/come back from the other side.",137,"People are more self-serving and dislike taxes, therefore if ""no independence"" wins, more self-rule initiatives is favorable.",125,People are more likely to take into consideration the negatives (such as the risks and uncertainty) compared to the positive outcome.,133,"Even though there is 71% of voters who voted for pro-independence leader, there are still more polls for the No camp, so there is still a chance that the no camp will win.",171,I feel like this evidence is not really related and will not have much of an effect on votes.,93,"Based on statistics, there was an overestimate of yes votes and an underestimate of no votes, therefore i would expect that the probability of the No camp of winning will be higher.",181,People will vote about what they feel passionate about.,55,895,127.8571429,0.10,0,100,0,47,1,1,6,7,7,7,6.75,5,6,7,4,5.5,7,5,7,5,6,7,6,7,7,6.75,1,3,2,1,1.75,2,3,3,5,5,3,1,5,2,7,7,6,5,6,5,5,7,6,4.611111111,2,6,2,5,2,6,2,3,5,3.666666667,2,1,2,4,1,1,39.95970154,-75.19680023,-1
217,0,0,0,30,70,-20,50,50,20,35,65,-15,30,70,-5,40,60,10,50,50,10,60,40,10,30,9.591836735,57.85714286,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,2,3,5,3,3.25,3,5,2,3,3.25,6,6,6,6,6,5,5,5,5,5,2,3,3,3,2.75,6,6,5,6,6,5,5,3,4,6,6,6,5,5,5,3,5,6,5.166666667,5,6,5,6,3,5,3,4,5,4.666666667,3,1,1,1,1,1,39.95970154,-75.19680023,-1
218,0,1,1,50,50,0,41,59,-9,14,86,-27,76,24,62,50,50,-26,62,38,12,28,72,-34,22,15.59183673,54.14285714,-3.666666667,Because they are even with a small amount to go,47,people like fitting naturally alongside other nations,53,People like change and a new view,33,Polls are correct.,18,Doesn't differentiate Yes or No.,32,Polls arent always right.,25,Polls don't encompass the entire population.,44,252,36,0.05,1,5,1,47,1,3,3,3,5,6,4.25,3,4,4,5,4,5,5,4,5,4.75,5,7,6,6,6,4,6,2,4,4,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5.555555556,3,6,3,5,2,6,2,2,5,3.777777778,3,1,1,1,1,1,39.95970154,-75.19680023,-1
219,1,1,1,50,50,50,50,50,0,60,40,10,35,65,25,35,65,0,35,65,0,40,60,5,10,8.367346939,56.42857143,6.666666667,"I initially had the No camp as more favorable to win, but now that the Yes camp caught up and they're even, I assigned the 50% probability.",139,I assigned a 50% probability because the given evidence doesn't seem to change the chance of winning the election. ,115,I assigned 60% because of the No camp's theme of uncertainty that could spur its voters and draw in Yes people. ,112,I assigned 35% to reflect a decrease in the probability of No winning the election based on the polling and voter feedback.,123,"Given this additional evidence, I do not think a change in the probability of No winning will be made, so I kept the probability at 35%.",136,I kept the probability the same because the sociologist recognized flaws on both sides of the argument and neither argument seems strong enough to overpower the other.,167,"If No is the status quo, then their probability of winning goes up after being made aware of this new knowledge about voters.",125,917,131,0.05,1,20,0,47,1,2,1,2,5,3,2.75,1,2,1,2,1.5,5,4,4,4,4.25,2,2,2,2,2,3,3,4,3,3.25,6,5,3,4,2,2,2,2,2,3,5,4,5,2,5,2,2,2,3.222222222,6,7,7,7,4,4,4,6,5,5.555555556,5,1,1,2,1,1,39.95970154,-75.19680023,-1
220,1,0,0,38,62,62,38,62,0,38,62,0,13,87,25,25,75,12,25,75,0,13,87,12,25,9.306122449,72.85714286,8.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,5,6,6,6,5.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,7,4.5,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,5.833333333,5,6,6,7,3,5,3,5,5,5,3,1,1,1,1,1,39.95970154,-75.19680023,-1
221,0,0,0,61,39,11,56,44,-5,56,44,0,45,55,-11,47,53,2,52,48,5,47,53,-5,14,4.857142857,48,-2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,5,1,47,1,2,4,4,5,3,4,4,6,6,6,5.5,6,6,6,7,6.25,6,7,7,7,6.75,6,4,3,5,4.5,6,7,6,7,6,7,6,6,1,7,7,7,6,6,4,2,6,7,5.777777778,6,7,6,4,2,6,2,5,5,4.777777778,5,1,2,1,1,1,39.95970154,-75.19680023,-1
224,0,1,1,50,50,0,50,50,0,50,50,0,50,50,0,55,45,5,53,47,-2,53,47,0,3,1.795918367,48.42857143,0.5,Because there could be several factors causing the polls to be even. I don't have enough information to make a clear argument as to whether the No Camp will or won't win. ,171,I do not have enough information to make a good argument about who will win. ,77,Same reason as before. ,23,"I do not think that people actually change their opinion based on who wins the debate. Therefore, my answer does not change. ",125,"This is hard evidence that voters my decide not to declare independence. However, we don't know how many voters already swung toward the status quo since we are already in the last month. Therefore, we don't know how much the percentage in favor has yet to change. It could already be at its steady state. ",306,Perhaps this new information pulls the chance back down a bit. ,63,Same as last. People are likely to come out for both the yes and no side. ,74,839,119.8571429,0.05,1,5,1,47,1,3,7,7,7,7,7,4,7,7,7,6.25,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,7,5,7,4,4,4,4,6,5.222222222,3,1,1,2,1,1,39.95970154,-75.19680023,-1
225,1,1,1,30,70,70,40,60,10,40,60,0,19,81,21,30,70,11,40,60,10,40,60,0,10,6.693877551,65.85714286,8.666666667,"The Yes camp must be rising for a specific reason. If they were able to rise within 3 weeks, they will be able to rise even higher before the election.",151,"The senior diplomat who has served for 30 years must have a larger impact on Apple than the author and the Prime Minister of the Union of Provinces. However, the self-rule initiatives on taxes and social policy may be a reason for people to vote No. I believe that the senior diplomat will have a great influence than the Prime Minister of the Union of Provinces. ",364,"The Yes slogan is positive and looks towards the future, whereas the No camp slogan is very negative. I believe the positive slogan will be more beneficial. ",157,"71% is most of the voters; however, not everyone votes in these polls. I believe that the Yes camp will win due to the high figure, the high slogan, and the backup of the diplomat. ",181,I believe they are more likely to win due to the swing. ,56,The spiral of silence could mean that there are many people left out. ,70,"This could have a big impact on the vote, depending on how many people typically do not come out for big issues. ",113,1092,156,0.10,0,100,0,47,1,1,1,1,4,2,2,7,6,2,4,4.75,4,3,6,6,4.75,5,6,6,7,6,6,7,6,7,6.5,6,3,5,5,5,2,3,1,1,5,5,5,3,5,1,2,2,6,3.611111111,4,7,5,7,5,3,5,4,4,4.888888889,3,1,2,1,1,1,40.71429443,-74.0059967,-1
226,1,0,0,44,56,56,70,30,26,43,57,27,69,31,26,42,58,27,54,46,12,74,26,20,30,12.36734694,43.42857143,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,24,0,0,3,5,4,3,3.75,5,5,6,6,5.5,7,7,5,7,6.5,6,6,6,2,5,6,2,3,3,3.5,7,7,1,4,7,4,7,4,4,4,6,1,5,7,1,4,4,1,4.333333333,3,7,5,5,2,6,2,1,6,4.111111111,2,1,1,7,1,1,39.95970154,-75.19680023,-1
227,0,0,0,35,65,-15,46,54,11,43,57,-3,20,80,-23,26,74,6,41,59,15,45,55,4,10,8.204081633,63.42857143,1.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1,5,1,47,1,3,3,5,5,5,4.5,5,5,6,5,5.25,6,6,6,6,6,6,3,5,5,4.75,5,5,5,7,5.5,5,6,5,5,5,6,5,2,2,6,6,6,5,5,3,5,7,5,4.944444444,3,7,7,6,2,6,2,6,5,4.888888889,3,1,2,1,1,1,39.95970154,-75.19680023,-1
228,0,1,1,60,40,10,50,50,-10,60,40,10,55,45,-5,65,35,10,60,40,-5,60,40,0,0,3.469387755,41.42857143,0,Most of the time the No camp was still in the lead even though the yes camp caught up a bit.,92,It probably looks like the Prime Minister is pandering to Apple and that he really thinks they might leave.,107,People vote based on fear a lot of the time.,44,Debates usually don't mean anything and if the polls still have No in the lead wel that is probably what will happen.,117,"No matter where the referendum was held, it is true that people get scared of new things at the last minute.",108,"This evidence just compounds with the last piece. Even if what the sociologist said is incorrect, people will think twice.",122,The people that don't usually vote will probably break evenly between yes and no so it doesn't effect anything besides turnout.,127,717,102.4285714,0.05,1,5,1,47,1,3,3,6,6,6,5.25,3,6,3,6,4.5,6,6,6,6,6,6,6,6,6,6,2,5,3,5,3.75,6,6,6,6,6,7,6,3,5,6,6,6,6,6,6,5,4,6,5.666666667,6,6,6,5,5,3,5,7,6,5.444444444,3,1,1,1,1,1,39.95970154,-75.19680023,-1
229,0,1,1,50,50,0,60,40,10,10,90,-50,30,70,20,30,70,0,30,70,0,40,60,10,10,12.24489796,64.28571429,-1.666666667,Because currently they are dead even,36,"People will listen to a senior diplomat, more so than an author",63,Slim chance because their slogan is not good,44,Things are looking down for the No camp because of recent developments.,71,"if the status quo is voting yes, then a lot of the swing voters will also vote yes",82,This information could display No in a positive light,53,I feel like this is difficult to determine from the info given,62,411,58.71428571,0.10,0,20,0,47,1,1,5,3,5,3,4,6,7,6,7,6.5,6,7,6,7,6.5,6,6,6,6,6,2,2,2,5,2.75,2,6,6,5,6,6,6,5,5,6,6,6,6,6,6,2,6,6,5.388888889,5,6,5,7,2,6,2,5,6,4.888888889,2,1,2,1,1,1,39.95970154,-75.19680023,-1
231,1,1,1,50,50,50,45,55,5,45,55,0,40,60,5,45,55,5,45,55,0,45,55,0,5,1.428571429,55,2.5,There is no reason to suspect the trend of a recent increase in Yes voters to continue.,87,The package could be all some Yes voters were looking for.,58,Both slogans are pretty equal.,30,"The 71% is very convincing, but I still believe No has a shot because of the concessions made by the prime minister earlier.",124,34 is a decent sample size and I believe the fact that No has legitimate arguments will increase the likelihood that the 11% holds true.,136,Not sure what the spiral of silence means and this is just a comment from on sociologist. No change,99,"From the information that is available, it's hard to determine which side this will help without guessing.",106,640,91.42857143,0.05,1,5,1,47,1,3,5,5,5,5,5,5,6,3,6,5,7,6,7,7,6.75,6,6,6,6,6,6,3,6,7,5.5,6,6,6,6,6,5,6,3,7,7,7,7,6,6,7,6,7,5,6.055555556,5,7,7,7,4,4,4,6,6,5.555555556,3,1,1,1,1,1,39.95970154,-75.19680023,-1
232,0,0,0,60,40,10,60,40,0,67,33,7,56,44,-11,60,40,4,59,41,-1,63,37,4,3,2.448979592,39.28571429,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10,0,100,0,47,1,1,3,4,5,3,3.75,2,4,5,3,3.5,6,5,5,7,5.75,5,5,6,5,5.25,2,2,3,3,2.5,6,6,6,6,5,3,2,3,4,6,5,6,5,6,6,4,3,7,4.944444444,6,7,7,6,2,6,2,6,5,5.222222222,5,1,1,1,1,1,39.95970154,-75.19680023,-1
233,0,0,0,30,70,-20,50,50,20,61,39,11,59,41,-2,70,30,11,58,42,-12,51,49,-7,21,8.979591837,45.85714286,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50,0,2000,0,47,1,1,4,4,5,3,4,6,5,5,6,5.5,5,3,5,3,4,6,3,3,3,3.75,4,5,3,5,4.25,4,4,2,2,4,4,4,4,4,4,4,2,6,4,4,4,4,4,3.777777778,4,5,4,5,4,4,4,4,4,4.222222222,3,1,1,4,1,1,39.92889404,116.3883057,-1
234,0,1,1,51,49,1,70,30,19,70,30,0,29,71,-41,30,70,1,29,71,-1,50,50,21,1,15.14285714,53,-0.166666667,There has not been a shift in advantage between the two camps with such less time left.,87,The new package of self-rule initiatives is a more sufficient reason to vote no than the reason to vote yes.,108,The idea of uncertainty and the unknown can scare people and shift their views. ,80,"The majority seems to be going towards independence, and there does not seem to be much time left for the No camp to catch up.",126,"The No Camp will still have trouble catching up, as this case is too different. ",80,There does not seem to be time left anyway of people to swing to the other side (the No side). ,95,"The people who will want change will vote Yes, whereas other people who want No may be ambivalent. ",99,675,96.42857143,0.05,1,100,0,24,0,1,3,3,4,3,3.25,4,5,4,5,4.5,5,6,6,6,5.75,5,5,6,7,5.75,4,5,5,5,4.75,6,6,6,2,2,2,3,6,2,4,4,4,2,6,2,2,3,6,3.777777778,3,5,4,5,3,5,3,4,4,4,2,1,1,4,1,1,39.95970154,-75.19680023,-1
235,1,1,1,45,55,55,45,55,0,40,60,5,30,70,10,40,60,10,41,59,1,42,58,1,3,3.224489796,59.57142857,4.5,"There are three weeks left before the election, and the Yes camp has been steadily gaining support. If this trend continues Yes will win.",137,"More important people are saying to vote No than Yes, so that sways things in the No camp's favor a bit",103,I think positive slogans are much more effective in inspiring people than scaring them,86,"The  upward trend of the Yes camp is holding true, giving the No camp an even lesser chance of winning.",103,"The status quo is No, so I added 10 to me previous percentage",61,"This is a behavioral trend observed around the world, but it's hard to say whether it will be true in this election.",116,"Stay the same as the last, because I can't know for sure what the non polled people will do so I'll assume it's about the same as everyone else",143,749,107,0.05,1,100,0,47,1,2,6,7,7,7,6.75,4,5,4,5,4.5,6,5,5,7,5.75,6,7,7,7,6.75,1,2,1,2,1.5,5,5,5,6,6,6,5,3,5,7,5,5,7,6,2,6,6,7,5.388888889,3,7,6,7,6,2,6,6,6,5.444444444,3,1,2,3,1,1,39.95970154,-75.19680023,-1
